COUNTY,AWAITING_TESTING,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME,INCONCLUSIVE
Osceola,41,13997,703,5,14714,html version of FL COVID Rep 06-1-2020,14
Martin,5,7720,652,8,8379,html version of FL COVID Rep 06-1-2020,7
Sarasota,3,15902,639,4,16547,html version of FL COVID Rep 06-1-2020,6
Seminole,3,19405,491,2,19908,html version of FL COVID Rep 06-1-2020,12
St. Lucie,67,10829,473,4,11310,html version of FL COVID Rep 06-1-2020,8
Charlotte,3,5914,461,7,6376,html version of FL COVID Rep 06-1-2020,1
Hendry,1,2177,431,17,2609,html version of FL COVID Rep 06-1-2020,1
Brevard,1,22981,424,2,23407,html version of FL COVID Rep 06-1-2020,2
Leon,10,14853,405,3,15263,html version of FL COVID Rep 06-1-2020,5
Pasco,16,15492,388,2,15890,html version of FL COVID Rep 06-1-2020,10
Clay,,9410,383,4,9797,html version of FL COVID Rep 06-1-2020,4
Alachua,,19712,382,2,20101,html version of FL COVID Rep 06-1-2020,7
Lake,9,16738,304,2,17052,html version of FL COVID Rep 06-1-2020,10
Gadsden,,3890,276,7,4174,html version of FL COVID Rep 06-1-2020,8
St. Johns,4,10980,260,2,11262,html version of FL COVID Rep 06-1-2020,22
Jackson,1,3314,256,7,3577,html version of FL COVID Rep 06-1-2020,7
Sumter,23,4011,253,6,4269,html version of FL COVID Rep 06-1-2020,5
Marion,306,13172,250,2,13424,html version of FL COVID Rep 06-1-2020,2
Santa Rosa,1,8010,247,3,8261,html version of FL COVID Rep 06-1-2020,4
Hamilton,,1911,239,11,2151,html version of FL COVID Rep 06-1-2020,1
Okaloosa,1,7973,232,3,8207,html version of FL COVID Rep 06-1-2020,2
Liberty,,2034,213,9,2249,html version of FL COVID Rep 06-1-2020,2
Flagler,,4628,189,4,4822,html version of FL COVID Rep 06-1-2020,5
Desoto,6,2387,182,7,2570,html version of FL COVID Rep 06-1-2020,1
Suwannee,,2267,168,7,2437,html version of FL COVID Rep 06-1-2020,2
Putnam,2,3636,153,4,3791,html version of FL COVID Rep 06-1-2020,2
Columbia,4,3718,148,4,3872,html version of FL COVID Rep 06-1-2020,6
Indian River,31,5723,133,2,5856,html version of FL COVID Rep 06-1-2020,
Highlands,3,4294,130,3,4427,html version of FL COVID Rep 06-1-2020,3
Citrus,1,4326,122,3,4451,html version of FL COVID Rep 06-1-2020,3
Walton,,1783,117,6,1904,html version of FL COVID Rep 06-1-2020,4
Hernando,,4228,115,3,4344,html version of FL COVID Rep 06-1-2020,1
Monroe,114,3219,109,3,3330,html version of FL COVID Rep 06-1-2020,2
Hardee,,926,101,10,1027,html version of FL COVID Rep 06-1-2020,
Bay,,3826,100,3,3928,html version of FL COVID Rep 06-1-2020,2
Unknown,1,1372,84,6,1471,html version of FL COVID Rep 06-1-2020,15
Okeechobee,,1676,84,5,1760,html version of FL COVID Rep 06-1-2020,
Nassau,,3767,76,2,3843,html version of FL COVID Rep 06-1-2020,
Madison,,1054,69,6,1125,html version of FL COVID Rep 06-1-2020,2
Calhoun,,571,61,10,634,html version of FL COVID Rep 06-1-2020,2
Washington,7,1011,58,5,1070,html version of FL COVID Rep 06-1-2020,1
Dixie,,909,54,6,963,html version of FL COVID Rep 06-1-2020,
Bradford,1,1640,51,3,1692,html version of FL COVID Rep 06-1-2020,1
Wakulla,,1421,35,2,1456,html version of FL COVID Rep 06-1-2020,
Levy,,1943,34,2,1977,html version of FL COVID Rep 06-1-2020,
Union,,1811,32,2,1843,html version of FL COVID Rep 06-1-2020,
Glades,,244,32,12,276,html version of FL COVID Rep 06-1-2020,
Jefferson,,667,29,4,697,html version of FL COVID Rep 06-1-2020,1
Baker,,1004,29,3,1033,html version of FL COVID Rep 06-1-2020,
Taylor,,1007,22,2,1030,html version of FL COVID Rep 06-1-2020,1
Holmes,,824,19,2,843,html version of FL COVID Rep 06-1-2020,
Gilchrist,,861,15,2,877,html version of FL COVID Rep 06-1-2020,1
Lafayette,,373,8,2,381,html version of FL COVID Rep 06-1-2020,
Franklin,,605,2,0,607,html version of FL COVID Rep 06-1-2020,
Gulf,,861,1,0,862,html version of FL COVID Rep 06-1-2020,
Total,1160,983570,56830,5,1041318,html version of FL COVID Rep 06-1-2020,918
Dade,104,194343,20277,9,214825,html version of FL COVID Rep 06-10-2020,205
Broward,22,122853,8193,6,131115,html version of FL COVID Rep 06-10-2020,69
Palm Beach,136,88664,7678,8,96580,html version of FL COVID Rep 06-10-2020,238
Hillsborough,43,73646,3027,4,76755,html version of FL COVID Rep 06-10-2020,82
Orange,15,84993,2542,3,87587,html version of FL COVID Rep 06-10-2020,52
Lee,21,34559,2422,7,36990,html version of FL COVID Rep 06-10-2020,9
Collier,28,19821,2230,10,22059,html version of FL COVID Rep 06-10-2020,8
Duval,24,65952,1848,3,67846,html version of FL COVID Rep 06-10-2020,46
Pinellas,149,53326,1746,3,55089,html version of FL COVID Rep 06-10-2020,17
Polk,10,26137,1287,5,27434,html version of FL COVID Rep 06-10-2020,10
Manatee,,23382,1245,5,24636,html version of FL COVID Rep 06-10-2020,9
Martin,7,10380,958,8,11345,html version of FL COVID Rep 06-10-2020,7
Escambia,1,22908,915,4,23829,html version of FL COVID Rep 06-10-2020,6
Volusia,1,25258,849,3,26127,html version of FL COVID Rep 06-10-2020,20
Osceola,46,16014,770,5,16799,html version of FL COVID Rep 06-10-2020,15
Sarasota,,22977,705,3,23687,html version of FL COVID Rep 06-10-2020,5
St. Lucie,94,14348,696,5,15050,html version of FL COVID Rep 06-10-2020,6
Seminole,4,23065,585,2,23663,html version of FL COVID Rep 06-10-2020,13
Hendry,3,2939,580,16,3519,html version of FL COVID Rep 06-10-2020,
Charlotte,4,7367,505,6,7875,html version of FL COVID Rep 06-10-2020,3
Brevard,2,27228,484,2,27714,html version of FL COVID Rep 06-10-2020,2
Pasco,20,20819,457,2,21286,html version of FL COVID Rep 06-10-2020,10
Leon,11,18662,451,2,19118,html version of FL COVID Rep 06-10-2020,5
Clay,,11759,420,3,12184,html version of FL COVID Rep 06-10-2020,5
Alachua,,26707,412,2,27126,html version of FL COVID Rep 06-10-2020,7
Lake,10,21346,342,2,21700,html version of FL COVID Rep 06-10-2020,12
Jackson,1,3867,311,7,4186,html version of FL COVID Rep 06-10-2020,8
Desoto,11,2781,299,10,3081,html version of FL COVID Rep 06-10-2020,1
Gadsden,,4520,298,6,4825,html version of FL COVID Rep 06-10-2020,7
St. Johns,8,13406,288,2,13715,html version of FL COVID Rep 06-10-2020,21
Okaloosa,,9195,287,3,9489,html version of FL COVID Rep 06-10-2020,7
Marion,206,17198,286,2,17490,html version of FL COVID Rep 06-10-2020,6
Hamilton,,2058,267,11,2326,html version of FL COVID Rep 06-10-2020,1
Sumter,23,5050,265,5,5320,html version of FL COVID Rep 06-10-2020,5
Santa Rosa,1,9583,262,3,9848,html version of FL COVID Rep 06-10-2020,3
Liberty,,2060,218,10,2280,html version of FL COVID Rep 06-10-2020,2
Flagler,,6067,200,3,6273,html version of FL COVID Rep 06-10-2020,6
Suwannee,,2500,178,7,2680,html version of FL COVID Rep 06-10-2020,2
Putnam,2,4169,176,4,4347,html version of FL COVID Rep 06-10-2020,2
Columbia,4,4383,175,4,4564,html version of FL COVID Rep 06-10-2020,6
Indian River,41,7728,172,2,7900,html version of FL COVID Rep 06-10-2020,
Hardee,,1151,160,12,1312,html version of FL COVID Rep 06-10-2020,1
Highlands,4,5159,153,3,5315,html version of FL COVID Rep 06-10-2020,3
Okeechobee,1,2030,149,7,2179,html version of FL COVID Rep 06-10-2020,
Bay,7,4666,135,3,4803,html version of FL COVID Rep 06-10-2020,2
Walton,,2229,135,6,2368,html version of FL COVID Rep 06-10-2020,4
Citrus,1,6543,130,2,6676,html version of FL COVID Rep 06-10-2020,3
Hernando,2,6363,129,2,6493,html version of FL COVID Rep 06-10-2020,1
Monroe,63,3764,116,3,3880,html version of FL COVID Rep 06-10-2020,
Glades,1,306,104,25,410,html version of FL COVID Rep 06-10-2020,
Unknown,1,1539,96,6,1650,html version of FL COVID Rep 06-10-2020,15
Levy,,2279,90,4,2370,html version of FL COVID Rep 06-10-2020,1
Washington,1,1337,85,6,1423,html version of FL COVID Rep 06-10-2020,1
Nassau,,4566,84,2,4651,html version of FL COVID Rep 06-10-2020,1
Madison,,1295,71,5,1368,html version of FL COVID Rep 06-10-2020,2
Calhoun,,613,64,9,679,html version of FL COVID Rep 06-10-2020,2
Dixie,,1072,60,5,1132,html version of FL COVID Rep 06-10-2020,
Bradford,1,1871,52,3,1924,html version of FL COVID Rep 06-10-2020,1
Taylor,,1090,47,4,1138,html version of FL COVID Rep 06-10-2020,1
Union,,1925,38,2,1963,html version of FL COVID Rep 06-10-2020,
Wakulla,,1625,35,2,1660,html version of FL COVID Rep 06-10-2020,
Holmes,,979,31,3,1011,html version of FL COVID Rep 06-10-2020,1
Jefferson,,836,31,4,868,html version of FL COVID Rep 06-10-2020,1
Baker,,1161,29,2,1190,html version of FL COVID Rep 06-10-2020,
Gilchrist,,1166,19,2,1187,html version of FL COVID Rep 06-10-2020,2
Lafayette,,392,12,3,404,html version of FL COVID Rep 06-10-2020,
Gulf,,992,8,1,1000,html version of FL COVID Rep 06-10-2020,
Franklin,,685,2,0,687,html version of FL COVID Rep 06-10-2020,
Total,1134,1211652,67371,5,1280003,html version of FL COVID Rep 06-10-2020,980
Dade,117,198320,20548,9,219075,html version of FL COVID Rep 06-11-2020,207
Broward,25,125090,8337,6,133497,html version of FL COVID Rep 06-11-2020,70
Palm Beach,140,90511,7887,8,98635,html version of FL COVID Rep 06-11-2020,237
Hillsborough,50,75615,3174,4,78869,html version of FL COVID Rep 06-11-2020,80
Orange,26,86703,2678,3,89433,html version of FL COVID Rep 06-11-2020,52
Lee,23,34999,2500,7,37509,html version of FL COVID Rep 06-11-2020,10
Collier,34,20123,2291,10,22422,html version of FL COVID Rep 06-11-2020,8
Duval,26,66959,1893,3,68898,html version of FL COVID Rep 06-11-2020,46
Pinellas,136,54713,1862,3,56592,html version of FL COVID Rep 06-11-2020,17
Polk,10,27785,1325,5,29119,html version of FL COVID Rep 06-11-2020,9
Manatee,,23726,1253,5,24988,html version of FL COVID Rep 06-11-2020,9
Martin,7,10695,1020,9,11723,html version of FL COVID Rep 06-11-2020,8
Escambia,1,23276,944,4,24226,html version of FL COVID Rep 06-11-2020,6
Volusia,1,26058,860,3,26938,html version of FL COVID Rep 06-11-2020,20
Osceola,45,16404,785,5,17204,html version of FL COVID Rep 06-11-2020,15
St. Lucie,98,14821,760,5,15587,html version of FL COVID Rep 06-11-2020,6
Sarasota,,23295,716,3,24016,html version of FL COVID Rep 06-11-2020,5
Seminole,4,23488,621,3,24122,html version of FL COVID Rep 06-11-2020,13
Hendry,1,2989,590,16,3579,html version of FL COVID Rep 06-11-2020,
Charlotte,4,7508,515,6,8026,html version of FL COVID Rep 06-11-2020,3
Brevard,2,27790,506,2,28298,html version of FL COVID Rep 06-11-2020,2
Pasco,18,21623,473,2,22106,html version of FL COVID Rep 06-11-2020,10
Leon,13,19077,456,2,19538,html version of FL COVID Rep 06-11-2020,5
Alachua,,27418,443,2,27868,html version of FL COVID Rep 06-11-2020,7
Clay,,11942,427,3,12374,html version of FL COVID Rep 06-11-2020,5
Lake,10,21778,355,2,22145,html version of FL COVID Rep 06-11-2020,12
Jackson,1,3931,315,7,4254,html version of FL COVID Rep 06-11-2020,8
Desoto,9,2799,304,10,3104,html version of FL COVID Rep 06-11-2020,1
Gadsden,,4555,300,6,4862,html version of FL COVID Rep 06-11-2020,7
Okaloosa,,9323,294,3,9624,html version of FL COVID Rep 06-11-2020,7
Marion,286,17409,292,2,17707,html version of FL COVID Rep 06-11-2020,6
St. Johns,8,13676,287,2,13984,html version of FL COVID Rep 06-11-2020,21
Santa Rosa,1,9807,273,3,10082,html version of FL COVID Rep 06-11-2020,2
Hamilton,,2065,268,11,2334,html version of FL COVID Rep 06-11-2020,1
Sumter,23,5154,265,5,5424,html version of FL COVID Rep 06-11-2020,5
Liberty,,2062,218,10,2282,html version of FL COVID Rep 06-11-2020,2
Flagler,,6113,201,3,6320,html version of FL COVID Rep 06-11-2020,6
Suwannee,,2526,182,7,2710,html version of FL COVID Rep 06-11-2020,2
Putnam,2,4212,181,4,4395,html version of FL COVID Rep 06-11-2020,2
Columbia,4,4477,177,4,4660,html version of FL COVID Rep 06-11-2020,6
Indian River,45,7887,177,2,8064,html version of FL COVID Rep 06-11-2020,
Hardee,,1187,164,12,1352,html version of FL COVID Rep 06-11-2020,1
Highlands,4,5247,160,3,5410,html version of FL COVID Rep 06-11-2020,3
Okeechobee,,2090,154,7,2244,html version of FL COVID Rep 06-11-2020,
Walton,,2282,142,6,2428,html version of FL COVID Rep 06-11-2020,4
Bay,23,4715,135,3,4852,html version of FL COVID Rep 06-11-2020,2
Citrus,1,6824,132,2,6959,html version of FL COVID Rep 06-11-2020,3
Hernando,,6701,130,2,6832,html version of FL COVID Rep 06-11-2020,1
Monroe,36,3843,120,3,3963,html version of FL COVID Rep 06-11-2020,
Glades,1,316,107,25,423,html version of FL COVID Rep 06-11-2020,
Unknown,1,1565,96,6,1676,html version of FL COVID Rep 06-11-2020,15
Levy,,2308,95,4,2404,html version of FL COVID Rep 06-11-2020,1
Washington,1,1369,87,6,1457,html version of FL COVID Rep 06-11-2020,1
Nassau,,4641,86,2,4728,html version of FL COVID Rep 06-11-2020,1
Madison,,1337,75,5,1414,html version of FL COVID Rep 06-11-2020,2
Calhoun,,618,64,9,684,html version of FL COVID Rep 06-11-2020,2
Dixie,,1084,60,5,1144,html version of FL COVID Rep 06-11-2020,
Bradford,1,1891,52,3,1944,html version of FL COVID Rep 06-11-2020,1
Taylor,3,1101,51,4,1153,html version of FL COVID Rep 06-11-2020,1
Union,,1934,38,2,1972,html version of FL COVID Rep 06-11-2020,
Wakulla,1,1649,35,2,1684,html version of FL COVID Rep 06-11-2020,
Holmes,,987,31,3,1019,html version of FL COVID Rep 06-11-2020,1
Jefferson,,859,31,3,891,html version of FL COVID Rep 06-11-2020,1
Baker,,1175,29,2,1204,html version of FL COVID Rep 06-11-2020,
Gilchrist,,1174,20,2,1196,html version of FL COVID Rep 06-11-2020,2
Lafayette,,395,12,3,407,html version of FL COVID Rep 06-11-2020,
Gulf,,998,8,1,1006,html version of FL COVID Rep 06-11-2020,
Franklin,,687,2,0,689,html version of FL COVID Rep 06-11-2020,
Total,1242,1237679,69069,5,1307728,html version of FL COVID Rep 06-11-2020,980
Dade,123,201673,20872,9,222756,html version of FL COVID Rep 06-12-2020,211
Broward,25,128291,8589,6,136953,html version of FL COVID Rep 06-12-2020,73
Palm Beach,140,92377,8209,8,100825,html version of FL COVID Rep 06-12-2020,239
Hillsborough,55,77138,3295,4,80513,html version of FL COVID Rep 06-12-2020,80
Orange,23,88177,2773,3,91005,html version of FL COVID Rep 06-12-2020,55
Lee,23,36416,2563,7,38988,html version of FL COVID Rep 06-12-2020,9
Collier,45,21004,2364,10,23377,html version of FL COVID Rep 06-12-2020,9
Pinellas,113,57271,1941,3,59229,html version of FL COVID Rep 06-12-2020,17
Duval,27,67361,1923,3,69330,html version of FL COVID Rep 06-12-2020,46
Polk,12,28477,1373,5,29857,html version of FL COVID Rep 06-12-2020,7
Manatee,,24403,1309,5,25722,html version of FL COVID Rep 06-12-2020,10
Martin,7,10864,1056,9,11928,html version of FL COVID Rep 06-12-2020,8
Escambia,1,23633,956,4,24598,html version of FL COVID Rep 06-12-2020,9
Volusia,,26711,884,3,27615,html version of FL COVID Rep 06-12-2020,20
Osceola,45,16668,796,5,17479,html version of FL COVID Rep 06-12-2020,15
St. Lucie,96,15060,793,5,15859,html version of FL COVID Rep 06-12-2020,6
Sarasota,2,24260,724,3,24989,html version of FL COVID Rep 06-12-2020,5
Seminole,4,24107,663,3,24783,html version of FL COVID Rep 06-12-2020,13
Hendry,1,3018,597,17,3615,html version of FL COVID Rep 06-12-2020,
Charlotte,4,7735,522,6,8259,html version of FL COVID Rep 06-12-2020,2
Brevard,2,28244,519,2,28765,html version of FL COVID Rep 06-12-2020,2
Alachua,,28333,506,2,28846,html version of FL COVID Rep 06-12-2020,7
Pasco,19,22136,484,2,22630,html version of FL COVID Rep 06-12-2020,10
Leon,13,19371,464,2,19840,html version of FL COVID Rep 06-12-2020,5
Clay,,12071,429,3,12505,html version of FL COVID Rep 06-12-2020,5
Lake,10,22352,383,2,22747,html version of FL COVID Rep 06-12-2020,12
Desoto,10,2848,329,10,3179,html version of FL COVID Rep 06-12-2020,2
Jackson,,3967,316,7,4291,html version of FL COVID Rep 06-12-2020,8
Okaloosa,,9392,312,3,9711,html version of FL COVID Rep 06-12-2020,7
Gadsden,,4587,302,6,4896,html version of FL COVID Rep 06-12-2020,7
Marion,281,17812,299,2,18117,html version of FL COVID Rep 06-12-2020,6
St. Johns,10,13802,292,2,14116,html version of FL COVID Rep 06-12-2020,22
Santa Rosa,1,9925,275,3,10202,html version of FL COVID Rep 06-12-2020,2
Hamilton,,2072,268,11,2341,html version of FL COVID Rep 06-12-2020,1
Sumter,23,5227,266,5,5498,html version of FL COVID Rep 06-12-2020,5
Liberty,,2062,218,10,2282,html version of FL COVID Rep 06-12-2020,2
Flagler,,6169,202,3,6377,html version of FL COVID Rep 06-12-2020,6
Indian River,43,8126,190,2,8316,html version of FL COVID Rep 06-12-2020,
Suwannee,,2551,185,7,2738,html version of FL COVID Rep 06-12-2020,2
Putnam,2,4263,183,4,4448,html version of FL COVID Rep 06-12-2020,2
Columbia,4,4543,177,4,4726,html version of FL COVID Rep 06-12-2020,6
Hardee,,1262,177,12,1440,html version of FL COVID Rep 06-12-2020,1
Highlands,4,5306,169,3,5478,html version of FL COVID Rep 06-12-2020,3
Okeechobee,,2112,158,7,2270,html version of FL COVID Rep 06-12-2020,
Walton,,2320,145,6,2469,html version of FL COVID Rep 06-12-2020,4
Bay,24,5097,139,3,5239,html version of FL COVID Rep 06-12-2020,3
Citrus,2,7027,135,2,7165,html version of FL COVID Rep 06-12-2020,3
Hernando,,6866,132,2,6999,html version of FL COVID Rep 06-12-2020,1
Monroe,38,3902,121,3,4023,html version of FL COVID Rep 06-12-2020,
Glades,1,345,109,24,454,html version of FL COVID Rep 06-12-2020,
Unknown,1,1650,100,6,1765,html version of FL COVID Rep 06-12-2020,15
Levy,,2347,98,4,2446,html version of FL COVID Rep 06-12-2020,1
Nassau,,4668,87,2,4756,html version of FL COVID Rep 06-12-2020,1
Washington,1,1401,87,6,1489,html version of FL COVID Rep 06-12-2020,1
Madison,,1343,75,5,1420,html version of FL COVID Rep 06-12-2020,2
Calhoun,,621,65,9,688,html version of FL COVID Rep 06-12-2020,2
Dixie,,1096,60,5,1156,html version of FL COVID Rep 06-12-2020,
Bradford,1,1899,52,3,1952,html version of FL COVID Rep 06-12-2020,1
Taylor,4,1104,52,4,1158,html version of FL COVID Rep 06-12-2020,2
Union,,1949,38,2,1987,html version of FL COVID Rep 06-12-2020,
Wakulla,1,1664,35,2,1699,html version of FL COVID Rep 06-12-2020,
Holmes,,1005,31,3,1037,html version of FL COVID Rep 06-12-2020,1
Jefferson,,862,31,3,894,html version of FL COVID Rep 06-12-2020,1
Baker,,1300,30,2,1330,html version of FL COVID Rep 06-12-2020,
Gilchrist,,1185,22,2,1208,html version of FL COVID Rep 06-12-2020,1
Lafayette,,400,12,3,412,html version of FL COVID Rep 06-12-2020,
Gulf,1,1008,8,1,1016,html version of FL COVID Rep 06-12-2020,
Franklin,,692,2,0,694,html version of FL COVID Rep 06-12-2020,
Total,1242,1264928,70971,5,1336895,html version of FL COVID Rep 06-12-2020,996
Dade,123,208367,21633,9,230208,html version of FL COVID Rep 06-13-2020,208
Broward,27,131636,8864,6,140572,html version of FL COVID Rep 06-13-2020,72
Palm Beach,141,94303,8442,8,102984,html version of FL COVID Rep 06-13-2020,239
Hillsborough,54,78982,3504,4,82566,html version of FL COVID Rep 06-13-2020,80
Orange,24,89924,2937,3,92917,html version of FL COVID Rep 06-13-2020,56
Lee,23,37153,2634,7,39796,html version of FL COVID Rep 06-13-2020,9
Collier,47,21440,2435,10,23885,html version of FL COVID Rep 06-13-2020,10
Pinellas,109,59909,2103,3,62030,html version of FL COVID Rep 06-13-2020,18
Duval,28,68046,1961,3,70053,html version of FL COVID Rep 06-13-2020,46
Polk,8,29484,1414,5,30905,html version of FL COVID Rep 06-13-2020,7
Manatee,,24997,1353,5,26360,html version of FL COVID Rep 06-13-2020,10
Martin,8,11208,1134,9,12349,html version of FL COVID Rep 06-13-2020,7
Escambia,1,24105,961,4,25075,html version of FL COVID Rep 06-13-2020,9
Volusia,,27324,914,3,28254,html version of FL COVID Rep 06-13-2020,16
St. Lucie,83,15517,830,5,16353,html version of FL COVID Rep 06-13-2020,6
Osceola,45,17103,810,5,17928,html version of FL COVID Rep 06-13-2020,15
Sarasota,1,25119,741,3,25865,html version of FL COVID Rep 06-13-2020,5
Seminole,4,24424,709,3,25145,html version of FL COVID Rep 06-13-2020,12
Hendry,2,3051,617,17,3668,html version of FL COVID Rep 06-13-2020,
Brevard,2,28998,541,2,29541,html version of FL COVID Rep 06-13-2020,2
Alachua,,29316,531,2,29854,html version of FL COVID Rep 06-13-2020,7
Charlotte,4,7989,529,6,8520,html version of FL COVID Rep 06-13-2020,2
